Onekp_index_id,Onekp_index_id_2,Onekp_index_id_3,Onekp_index_id_4,Onekp_index_id_5,Onekp_index_id_6,Phyto_species,Description,Order,Species,TaxId
NOKI,,,,,,,Leptosporangiate_Ferns,Polypodiales,Lindsaea_linearis,641179
YIXP,,,,,,,Leptosporangiate_Ferns,Polypodiales,Lindsaea_microphylla,641181
OODC,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_bienne,347648
AXPJ,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_flavum,407263
MYVH,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_grandiflorum,559336
HNCF,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_hirsutum,586379
AEPI,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_leonii,794874
BHYC,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_lewisii,586382
KCPT,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_macraei,586384
XWMS,LFII,BVOF,,,,,Core_eudicots/Rosids,Malpighiales,Linum_perenne,35941
TXMP,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_strictum,480357
VXOD,,,,,,,Core_eudicots/Rosids,Malpighiales,Linum_tenuifolium,586397
MJAV,POZS,OZJZ,OGSY,,,,Core_eudicots/Rosids,Malpighiales,Linum_usitatissimum,4006
LMVB,,,,,,,Core_eudicots,Saxifragales,Liquidambar_styraciflua,4400
WAXR,,,,,,,Core_eudicots/Rosids,Sapindales,Litchi_chinensis,151069
IZLO,,,,,,,Core_eudicots/Asterids,Asterales,Lobelia_siphilitica,330173
OFUE,,,,,,,Chlorophyta_algae,Chlamydomonadales,Lobochlamys_segnis,52035
JKKI,,,,,,,Chlorophyta_algae,Chlamydomonadales,Lobomonas_rostrata,1727150
MUMD,,,,,,,Monocots/Commelinids,Asparagales,Lomandra_longifolia,34201
VVRN,,,,,,,Leptosporangiate_Ferns,Polypodiales,Lonchitis_hirsuta,32095
GSZA,,,,,,,Core_eudicots/Asterids,Dipsacales,Lonicera_japonica,105884
CPKP,,,,,,,Eudicots,Caryophyllales,Lophophora_williamsii,130138
HQRJ,OMDH,,,,,,Core_eudicots,Saxifragales,Loropetalum_chinense,64118
,,,,,,Ljaponicus_Lj1.0v1,Core_eudicots/Rosids,Fabales,Lotus_japonicus,
VVVV,,,,,,,Monocots/Commelinids,Pandanales,Ludovia_sp,25921
,,,,,,Lannua_v1.1,Core_eudicots/Rosids,Brassicales,Lunaria_annua,
TXVB,,,,,,,Liverworts,Lunulariales,Lunularia_cruciata,56931
,,,,,,Lalbus_v1,Core_eudicots/Rosids,Fabales,Lupinus_albus,
TTRG,,,,,,,Core_eudicots/Rosids,Fabales,Lupinus_angustifolius,3871
CMFF,,,,,,,Core_eudicots/Rosids,Fabales,Lupinus_polyphyllus,3874
LWCK,,,,,,,Core_eudicots/Asterids,Solanales,Lycium_barbarum,112863
OSMU,,,,,,,Core_eudicots/Asterids,Solanales,Lycium_sp,24646
UGJI,,,,,,,Core_eudicots/Asterids,Solanales,Lycopersicon_cheesmanii,142759
ULKT,,,,,,,Lycophytes,Lycopodiales,Lycopodiella_appressa,1620140
ENQF,,,,,,,Lycophytes,Lycopodiales,Lycopodium_annotinum,13840
PQTO,,,,,,,Lycophytes,Lycopodiales,Lycopodium_deuterodensum,73627
PBUU,,,,,,,Leptosporangiate_Ferns,Schizaeales,Lygodium_japonicum,13824
DTOA,VKJD,,,,,,Core_eudicots/Asterids,Ericales,Maesa_lanceolata,992730
WBOD,,,,,,,Magnoliids,Magnoliales,Magnolia_grandiflora,3406
XFJG,,,,,,,Monocots/Commelinids,Asparagales,Maianthemum_canadense,416391
,,,,,,Mmaritima_v1.1,Core_eudicots/Rosids,Brassicales,Malcolmia_maritima,
COAQ,,,,,,,Core_eudicots/Rosids,Malpighiales,Malesherbia_fasciculata,129086
BOGT,,,,,,,Outgroup,Chrysophyta,Mallomonas_sp,2003107
VCIN,,,,,,,Core_eudicots/Rosids,Rosales,Malus_baccata,106549
,,,,,,Mdomestica_v1.1,Core_eudicots/Rosids,Rosales,Malus_domestica,
NFXV,,,,,,,Core_eudicots/Rosids,Malpighiales,Mammea_americana,198777
Manes_v4.1,,,,,,Mesculenta_v8.1,Core_eudicots/Rosids,Malpighiales,Manihot_esculenta,
XNLP,,,,,,,Core_eudicots/Rosids,Malpighiales,Manihot_grahamii,316880
BEFC,,,,,,,Core_eudicots/Asterids,Ericales,Manilkara_zapota,3741
CDFR,,,,,,,Acrogymnospermae,Pinales,Manoao_colensoi,120598
TKEK,,,,,,,Core_eudicots/Asterids,Lamiales,Mansoa_alliacea,353996
QXSZ,,,,,,,Chlorophyta_algae,Mamiellales,Mantoniella_squamata,13608
XPAF,,,,,,,Monocots/Commelinids,Poales,Mapania_palustris,1520884
JNUB,,,,,,,Monocots/Commelinids,Zingiberales,Maranta_leuconeura,34203
UGNK,,,,,,,Marattiales,Marattiales,Marattia_attenuata,167731
TFYI,,,,,,,Liverworts,Marchantiales,Marchantia_emarginata,179062
HMHL,IHWO,,,,,,Liverworts,Marchantiales,Marchantia_paleacea,56867
JPYU,,,,,,,Liverworts,Marchantiales,Marchantia_polymorpha,3197
EAAA,,,,,,,Core_eudicots/Asterids,Lamiales,Marrubium_vulgare,41230
JSAG,,,,,,,Monocots/Commelinids,Asparagales,Masdevallia_yuangensis,1526612
OAGK,,,,,,,Core_eudicots/Asterids,Asterales,Matricaria_matricarioides,56017
WEJN,,,,,,,Rhodophyta_algae,Gigartinales,Mazzaella_japonica,95356
,,,,,,Mtruncatula_Mt4.0v1,Core_eudicots/Rosids,Fabales,Medicago_truncatula,
WWQZ,,,,,,,Core_eudicots/Rosids,Myrtales,Medinilla_magnifica,1799599
UCRN,,,,,,,Hornworts,Dendrocerotales,Megaceros_flagellaris,263821
CAIX,VCCF,RJIM,,,,,Core_eudicots/Rosids,Sapindales,Melia_azedarach,155640
AALA,,,,,,,Eudicots,Proteales,Meliosma_cuneifolia,400539
TAGM,,,,,,,Core_eudicots/Asterids,Lamiales,Melissa_officinalis,39338
IXVJ,,,,,,,Core_eudicots/Asterids,Asterales,Menyanthes_trifoliata,28525
DKFZ,,,,,,,Core_eudicots/Asterids,Boraginales,Mertensia_paniculata,620842
KYIO,,,,,,,Charophyta_algae,Mesostigmatales,Mesostigma_viride,41882
WSJO,,,,,,,Charophyta_algae,Zygnematales,Mesotaenium_braunii,592041
HKZW,,,,,,,Charophyta_algae,Zygnematales,Mesotaenium_caldariorum,31321
WDCW,,,,,,,Charophyta_algae,Zygnematales,Mesotaenium_endlicherianum,184485
NBYP,,,,,,,Charophyta_algae,Zygnematales,Mesotaenium_kramstei,184486
NRXL,,,,,,,Acrogymnospermae,Pinales,Metasequoia_glyptostroboides,3371
NRWZ,,,,,,,Liverworts,Metzgeriales,Metzgeria_crassipilis,1408784
XQWC,,,,,,,Magnoliids,Magnoliales,Michelia_maudiae,86768
MCHJ,,,,,,,Charophyta_algae,Desmidiales,Micrasterias_fimbriata,184511
XQSG,,,,,,,Acrogymnospermae,Pinales,Microbiota_decussata,13614
MHGD,,,,,,,Acrogymnospermae,Pinales,Microcachrys_tetragona,56894
WHNV,,,,,,,Core_eudicots/Asterids,Lamiales,Micromeria_fruticosa,306389
,,,,,,MpusillaCCMP1545_v3.0,Chlorophyta_algae,Mamiellales,Micromonas_pusilla,
,,,,,,MspRCC299_v3.0,Chlorophyta_algae,Mamiellales,Micromonas_sp,
FOYQ,,,,,,,Chlorophyta_algae,Sphaeropleales,Microspora_tumidula,163316
YPIC,,,,,,,Monocots/Commelinids,Poales,Microstegium_vimineum,91518
BBDD,,,,,,,Acrogymnospermae,Pinales,Microstrobos_fitzgeraldii,56896
YNFJ,,,,,,,Eudicots,Caryophyllales,Microtea_debilis,696524
DXNY,ZDOF,,,,,,Chlorophyta_algae,Microthamniales,Microthamnion_kuetzigianum,34148
Mimgu_v2.0,,,,,,Mguttatus_v2.0,Core_eudicots/Asterids,Lamiales,Mimulus_guttatus,
DZRA,GQAV,JGAB,,,,,Eudicots,Caryophyllales,Mirabilis_jalapa,3538
,,,,,,Msinensis_v7.1,Monocots/Commelinids,Poales,Miscanthus_sinensis,
DAYQ,,,,,,,Core_eudicots,Saxifragales,Mitella_pentandra,40799
RNBN,,,,,,,Eudicots,Caryophyllales,Mollugo_cerviana,246224
CUVY,UNSW,SCAO,,,,,Eudicots,Caryophyllales,Mollugo_nudicaulis,764185
BZMI,HURS,KJAA,,,,,Eudicots,Caryophyllales,Mollugo_pentaphylla,254024
QASA,OFWX,NXTS,,,,,Eudicots,Caryophyllales,Mollugo_verticillata,3592
TFDQ,,,,,,,Liverworts,Marchantiales,Monoclea_gottschei,56937
BTFM,,,,,,,Chlorophyta_algae,Monomastigales,Monomastix_opisthostigma,687946
LRTN,,,,,,,Core_eudicots/Asterids,Ericales,Monotropa_uniflora,50148
CZPV,,,,,,,Core_eudicots/Rosids,Brassicales,Moringa_oleifera,3735
XVJB,,,,,,,Core_eudicots/Rosids,Rosales,Morus_nigra,85232
ZRMT,,,,,,,Charophyta_algae,Zygnematales,Mougeotia_sp,13157
ATFX,,,,,,,Core_eudicots/Rosids,Malvales,Muntingia_calabura,45164
Musac_v1.0,,,,,,Macuminata_v1,Monocots/Commelinids,Zingiberales,Musa_acuminata,
,,,,,,Mperfoliatum_v2.1,Core_eudicots/Rosids,Brassicales,Myagrum_perfoliatum,
AJFN,,,,,,,Core_eudicots/Asterids,Apiales,Myodocarpus_sp,127427
INSP,,,,,,,Core_eudicots/Rosids,Fagales,Myrica_cerifera,3510
IUSR,,,,,,,Core_eudicots,Saxifragales,Myriophyllum_aquaticum,208863
GSXD,,,,,,,Leptosporangiate_Ferns,Polypodiales,Myriopteris_eatonii,414609
GSXD,,,,,,,Leptosporangiate_Ferns,Polypodiales,Myriopteris_rufa,
OBPL,,,,,,,Magnoliids,Magnoliales,Myristica_fragrans,51089
UUJS,,,,,,,Acrogymnospermae,Pinales,Nageia_nagi,36012
YHFG,,,,,,,Eudicots,Ranunculales,Nandina_domestica,41776
MFYC,,,,,,,Chlorophyta_algae,Eustigmatales,Nannochloris_atomus,133490
